co2_1(45-60) co2_2(45-60) t1(45-60) h1(45-60) t2(45-60) h2(45-60) t3(45-60) h3(45-60) co2_1(30-45) co2_2(30-45) t1(30-45) h1(30-45) t2(30-45) h2(30-45) t3(30-45) h3(30-45) co2_1(15-30) co2_2(15-30) t1(15-30) h1(15-30) t2(15-30) h2(15-30) t3(15-30) h3(15-30) co2_1(0-15) co2_2(0-15) t1(0-15) h1(0-15) t2(0-15) h2(0-15) t3(0-15) h3(0-15) sco2_1(0-60) sco2_2(0-60) st1(0-60) sh1(0-60) st2(0-60) sh2(0-60) st3(0-60) sh3(0-60) sco2_1(0-45) sco2_2(0-45) st1(0-45) sh1(0-45) st2(0-45) sh2(0-45) st3(0-45) sh3(0-45) sco2_1(0-30) sco2_2(0-30) st1(0-30) sh1(0-30) st2(0-30) sh2(0-30) st3(0-30) sh3(0-30) sco2_1(0-15) sco2_2(0-15) st1(0-15) sh1(0-15) st2(0-15) sh2(0-15) st3(0-15) sh3(0-15) label
-11 -1 0.0 0.0 0.0 0.0 0.0 0.0 -8 29 0.0 1.0 0.0 0.0 0.0 1.0 -10 13 0.1 0.0 0.0 0.0 0.0 1.0 -1 0 0.0 1.0 0.0 0.0 0.0 0.0 -30 41 0.1 2.0 0.0 0.0 0.0 2.0 -19 42 0.1 2.0 0.0 0.0 0.0 2.0 -11 13 0.1 1.0 0.0 0.0 0.0 1.0 -1 0 0.0 1.0 0.0 0.0 0.0 0.0 0
-8 29 0.0 1.0 0.0 0.0 0.0 1.0 -10 13 0.1 0.0 0.0 0.0 0.0 1.0 -1 0 0.0 1.0 0.0 0.0 0.0 0.0 10 7 0.0 0.0 0.0 1.0 0.0 0.0 -9 49 0.1 2.0 0.0 1.0 0.0 2.0 -1 20 0.1 1.0 0.0 1.0 0.0 1.0 9 7 0.0 1.0 0.0 1.0 0.0 0.0 10 7 0.0 0.0 0.0 1.0 0.0 0.0 0
-10 13 0.1 0.0 0.0 0.0 0.0 1.0 -1 0 0.0 1.0 0.0 0.0 0.0 0.0 10 7 0.0 0.0 0.0 1.0 0.0 0.0 27 9 0.1 0.0 0.0 1.0 0.1 0.0 26 29 0.2 1.0 0.0 0.0 0.1 1.0 36 16 0.1 1.0 0.0 0.0 0.1 0.0 37 16 0.1 0.0 0.0 0.0 0.1 0.0 27 9 0.1 0.0 0.0 1.0 0.1 0.0 0
-1 0 0.0 1.0 0.0 0.0 0.0 0.0 10 7 0.0 0.0 0.0 1.0 0.0 0.0 27 9 0.1 0.0 0.0 1.0 0.1 0.0 36 0 0.1 0.0 0.0 0.0 0.1 0.0 72 16 0.2 1.0 0.0 0.0 0.0 0.0 73 16 0.2 0.0 0.0 0.0 0.0 0.0 63 9 0.2 0.0 0.0 1.0 0.0 0.0 36 0 0.1 0.0 0.0 0.0 0.1 0.0 0
10 7 0.0 0.0 0.0 1.0 0.0 0.0 27 9 0.1 0.0 0.0 1.0 0.1 0.0 36 0 0.1 0.0 0.0 0.0 0.1 0.0 27 -17 0.0 0.0 0.0 1.0 0.1 2.0 100 -1 0.2 0.0 0.0 1.0 0.1 2.0 90 -8 0.2 0.0 0.0 2.0 0.1 2.0 63 -17 0.1 0.0 0.0 1.0 0.0 2.0 27 -17 0.0 0.0 0.0 1.0 0.1 2.0 0
27 9 0.1 0.0 0.0 1.0 0.1 0.0 36 0 0.1 0.0 0.0 0.0 0.1 0.0 27 -17 0.0 0.0 0.0 1.0 0.1 2.0 17 -27 0.0 1.0 0.0 0.0 0.0 0.0 107 -35 0.2 1.0 0.0 2.0 0.1 2.0 80 -44 0.1 1.0 0.0 1.0 0.0 2.0 44 -44 0.0 1.0 0.0 1.0 0.1 2.0 17 -27 0.0 1.0 0.0 0.0 0.0 0.0 0
36 0 0.1 0.0 0.0 0.0 0.1 0.0 27 -17 0.0 0.0 0.0 1.0 0.1 2.0 17 -27 0.0 1.0 0.0 0.0 0.0 0.0 17 -6 0.0 0.0 0.0 0.0 0.0 0.0 97 -50 0.1 1.0 0.0 1.0 0.0 2.0 61 -50 0.0 1.0 0.0 1.0 0.1 2.0 34 -33 0.0 1.0 0.0 0.0 0.0 0.0 17 -6 0.0 0.0 0.0 0.0 0.0 0.0 0
16 13 0.1 0.0 0.0 0.0 0.1 2.0 -4 5 0.1 0.0 0.0 0.0 0.0 0.0 -21 -21 0.0 0.0 0.1 1.0 0.1 1.0 -31 -11 0.0 0.0 0.1 0.0 0.0 1.0 -40 -14 0.0 0.0 0.0 1.0 0.2 2.0 -56 -27 0.1 0.0 0.0 1.0 0.1 0.0 -52 -32 0.0 0.0 0.0 1.0 0.1 0.0 -31 -11 0.0 0.0 0.1 0.0 0.0 1.0 1
-4 5 0.1 0.0 0.0 0.0 0.0 0.0 -21 -21 0.0 0.0 0.1 1.0 0.1 1.0 -31 -11 0.0 0.0 0.1 0.0 0.0 1.0 -19 14 0.0 0.0 0.0 1.0 0.1 0.0 -75 -13 0.1 0.0 0.0 0.0 0.2 0.0 -71 -18 0.0 0.0 0.0 0.0 0.2 0.0 -50 3 0.0 0.0 0.1 1.0 0.1 1.0 -19 14 0.0 0.0 0.0 1.0 0.1 0.0 1
-21 -21 0.0 0.0 0.1 1.0 0.1 1.0 -31 -11 0.0 0.0 0.1 0.0 0.0 1.0 -19 14 0.0 0.0 0.0 1.0 0.1 0.0 -18 4 0.0 0.0 0.0 0.0 0.0 1.0 -89 -14 0.0 0.0 0.0 0.0 0.2 1.0 -68 7 0.0 0.0 0.1 1.0 0.1 0.0 -37 18 0.0 0.0 0.0 1.0 0.1 1.0 -18 4 0.0 0.0 0.0 0.0 0.0 1.0 1
-31 -11 0.0 0.0 0.1 0.0 0.0 1.0 -19 14 0.0 0.0 0.0 1.0 0.1 0.0 -18 4 0.0 0.0 0.0 0.0 0.0 1.0 -19 8 0.0 0.0 0.0 0.0 0.1 0.0 -87 15 0.0 0.0 0.1 1.0 0.2 0.0 -56 26 0.0 0.0 0.0 1.0 0.2 1.0 -37 12 0.0 0.0 0.0 0.0 0.1 1.0 -19 8 0.0 0.0 0.0 0.0 0.1 0.0 1
-19 14 0.0 0.0 0.0 1.0 0.1 0.0 -18 4 0.0 0.0 0.0 0.0 0.0 1.0 -19 8 0.0 0.0 0.0 0.0 0.1 0.0 -12 1 0.0 1.0 0.0 0.0 0.1 0.0 -68 27 0.0 1.0 0.0 1.0 0.3 1.0 -49 13 0.0 1.0 0.0 0.0 0.2 1.0 -31 9 0.0 1.0 0.0 0.0 0.2 0.0 -12 1 0.0 1.0 0.0 0.0 0.1 0.0 1
-18 4 0.0 0.0 0.0 0.0 0.0 1.0 -19 8 0.0 0.0 0.0 0.0 0.1 0.0 -12 1 0.0 1.0 0.0 0.0 0.1 0.0 -14 -4 0.0 0.0 0.0 0.0 0.1 0.0 -63 9 0.0 1.0 0.0 0.0 0.3 1.0 -45 5 0.0 1.0 0.0 0.0 0.3 0.0 -26 -3 0.0 1.0 0.0 0.0 0.2 0.0 -14 -4 0.0 0.0 0.0 0.0 0.1 0.0 1
-19 8 0.0 0.0 0.0 0.0 0.1 0.0 -12 1 0.0 1.0 0.0 0.0 0.1 0.0 -14 -4 0.0 0.0 0.0 0.0 0.1 0.0 -15 -1 0.0 1.0 0.0 0.0 0.0 0.0 -60 4 0.0 2.0 0.0 0.0 0.3 0.0 -41 -4 0.0 2.0 0.0 0.0 0.2 0.0 -29 -5 0.0 1.0 0.0 0.0 0.1 0.0 -15 -1 0.0 1.0 0.0 0.0 0.0 0.0 1
-12 1 0.0 1.0 0.0 0.0 0.1 0.0 -14 -4 0.0 0.0 0.0 0.0 0.1 0.0 -15 -1 0.0 1.0 0.0 0.0 0.0 0.0 -13 1 0.0 0.0 0.0 0.0 0.1 1.0 -54 -3 0.0 2.0 0.0 0.0 0.3 1.0 -42 -4 0.0 1.0 0.0 0.0 0.2 1.0 -28 0 0.0 1.0 0.0 0.0 0.1 1.0 -13 1 0.0 0.0 0.0 0.0 0.1 1.0 1
9 7 0.1 0.0 0.1 0.0 0.0 0.0 2 17 0.1 1.0 0.1 0.0 0.1 0.0 4 4 0.1 1.0 0.0 0.0 0.1 1.0 8 11 0.1 1.0 0.0 1.0 0.0 0.0 23 39 0.0 1.0 0.0 1.0 0.2 1.0 14 32 0.1 1.0 0.1 1.0 0.2 1.0 12 15 0.0 0.0 0.0 1.0 0.1 1.0 8 11 0.1 1.0 0.0 1.0 0.0 0.0 0
2 17 0.1 1.0 0.1 0.0 0.1 0.0 4 4 0.1 1.0 0.0 0.0 0.1 1.0 8 11 0.1 1.0 0.0 1.0 0.0 0.0 2 3 0.0 1.0 0.0 0.0 0.1 0.0 16 35 0.1 0.0 0.1 1.0 0.3 1.0 14 18 0.0 1.0 0.0 1.0 0.2 1.0 10 14 0.1 2.0 0.0 1.0 0.1 0.0 2 3 0.0 1.0 0.0 0.0 0.1 0.0 0
4 4 0.1 1.0 0.0 0.0 0.1 1.0 8 11 0.1 1.0 0.0 1.0 0.0 0.0 2 3 0.0 1.0 0.0 0.0 0.1 0.0 5 2 0.1 0.0 0.0 1.0 0.0 0.0 19 20 0.1 1.0 0.0 0.0 0.2 1.0 15 16 0.0 2.0 0.0 0.0 0.1 0.0 7 5 0.1 1.0 0.0 1.0 0.1 0.0 5 2 0.1 0.0 0.0 1.0 0.0 0.0 0
8 11 0.1 1.0 0.0 1.0 0.0 0.0 2 3 0.0 1.0 0.0 0.0 0.1 0.0 5 2 0.1 0.0 0.0 1.0 0.0 0.0 14 0 0.0 0.0 0.0 0.0 0.1 0.0 29 16 0.0 2.0 0.0 0.0 0.2 0.0 21 5 0.1 1.0 0.0 1.0 0.2 0.0 19 2 0.1 0.0 0.0 1.0 0.1 0.0 14 0 0.0 0.0 0.0 0.0 0.1 0.0 0
2 3 0.0 1.0 0.0 0.0 0.1 0.0 5 2 0.1 0.0 0.0 1.0 0.0 0.0 14 0 0.0 0.0 0.0 0.0 0.1 0.0 10 -3 0.0 0.0 0.0 1.0 0.0 0.0 31 2 0.1 1.0 0.0 0.0 0.2 0.0 29 -1 0.1 0.0 0.0 0.0 0.1 0.0 24 -3 0.0 0.0 0.0 1.0 0.1 0.0 10 -3 0.0 0.0 0.0 1.0 0.0 0.0 0
5 2 0.1 0.0 0.0 1.0 0.0 0.0 14 0 0.0 0.0 0.0 0.0 0.1 0.0 10 -3 0.0 0.0 0.0 1.0 0.0 0.0 7 -5 0.0 0.0 0.0 1.0 0.0 1.0 36 -6 0.1 0.0 0.0 1.0 0.1 1.0 31 -8 0.0 0.0 0.0 0.0 0.1 1.0 17 -8 0.0 0.0 0.0 0.0 0.0 1.0 7 -5 0.0 0.0 0.0 1.0 0.0 1.0 0
14 0 0.0 0.0 0.0 0.0 0.1 0.0 10 -3 0.0 0.0 0.0 1.0 0.0 0.0 7 -5 0.0 0.0 0.0 1.0 0.0 1.0 30 1 0.0 1.0 0.1 0.0 0.0 1.0 61 -7 0.0 1.0 0.1 0.0 0.1 0.0 47 -7 0.0 1.0 0.1 0.0 0.0 0.0 37 -4 0.0 1.0 0.1 1.0 0.0 0.0 30 1 0.0 1.0 0.1 0.0 0.0 1.0 0
10 -3 0.0 0.0 0.0 1.0 0.0 0.0 7 -5 0.0 0.0 0.0 1.0 0.0 1.0 30 1 0.0 1.0 0.1 0.0 0.0 1.0 20 4 0.0 0.0 0.1 1.0 0.1 1.0 67 -3 0.0 1.0 0.0 1.0 0.1 1.0 57 0 0.0 1.0 0.0 0.0 0.1 1.0 50 5 0.0 1.0 0.0 1.0 0.1 0.0 20 4 0.0 0.0 0.1 1.0 0.1 1.0 0
-6 1 0.0 0.0 0.0 0.0 0.0 0.0 -10 2 0.0 1.0 0.0 0.0 0.0 0.0 -15 -9 0.0 0.0 0.0 0.0 0.0 1.0 -15 2 0.1 0.0 0.0 0.0 0.1 1.0 -46 -4 0.1 1.0 0.0 0.0 0.1 2.0 -40 -5 0.1 1.0 0.0 0.0 0.1 2.0 -30 -7 0.1 0.0 0.0 0.0 0.1 2.0 -15 2 0.1 0.0 0.0 0.0 0.1 1.0 1
-10 2 0.0 1.0 0.0 0.0 0.0 0.0 -15 -9 0.0 0.0 0.0 0.0 0.0 1.0 -15 2 0.1 0.0 0.0 0.0 0.1 1.0 -19 -6 0.1 1.0 0.0 0.0 0.0 1.0 -59 -11 0.2 2.0 0.0 0.0 0.1 3.0 -49 -13 0.2 1.0 0.0 0.0 0.1 3.0 -34 -4 0.2 1.0 0.0 0.0 0.1 2.0 -19 -6 0.1 1.0 0.0 0.0 0.0 1.0 1
-15 -9 0.0 0.0 0.0 0.0 0.0 1.0 -15 2 0.1 0.0 0.0 0.0 0.1 1.0 -19 -6 0.1 1.0 0.0 0.0 0.0 1.0 -36 5 0.0 0.0 0.0 0.0 0.1 0.0 -85 -8 0.2 1.0 0.0 0.0 0.2 3.0 -70 1 0.2 1.0 0.0 0.0 0.2 2.0 -55 -1 0.1 1.0 0.0 0.0 0.1 1.0 -36 5 0.0 0.0 0.0 0.0 0.1 0.0 1
-15 2 0.1 0.0 0.0 0.0 0.1 1.0 -19 -6 0.1 1.0 0.0 0.0 0.0 1.0 -36 5 0.0 0.0 0.0 0.0 0.1 0.0 -30 1 0.1 0.0 0.1 0.0 0.2 0.0 -100 2 0.3 1.0 0.1 0.0 0.4 2.0 -85 0 0.2 1.0 0.1 0.0 0.3 1.0 -66 6 0.1 0.0 0.1 0.0 0.3 0.0 -30 1 0.1 0.0 0.1 0.0 0.2 0.0 1
-19 -6 0.1 1.0 0.0 0.0 0.0 1.0 -36 5 0.0 0.0 0.0 0.0 0.1 0.0 -30 1 0.1 0.0 0.1 0.0 0.2 0.0 -27 3 0.0 0.0 0.0 0.0 0.0 1.0 -112 3 0.2 1.0 0.1 0.0 0.3 0.0 -93 9 0.1 0.0 0.1 0.0 0.3 1.0 -57 4 0.1 0.0 0.1 0.0 0.2 1.0 -27 3 0.0 0.0 0.0 0.0 0.0 1.0 1
-36 5 0.0 0.0 0.0 0.0 0.1 0.0 -30 1 0.1 0.0 0.1 0.0 0.2 0.0 -27 3 0.0 0.0 0.0 0.0 0.0 1.0 -25 -1 0.0 0.0 0.0 0.0 0.0 0.0 -118 8 0.1 0.0 0.1 0.0 0.3 1.0 -82 3 0.1 0.0 0.1 0.0 0.2 1.0 -52 2 0.0 0.0 0.0 0.0 0.0 1.0 -25 -1 0.0 0.0 0.0 0.0 0.0 0.0 1
-30 1 0.1 0.0 0.1 0.0 0.2 0.0 -27 3 0.0 0.0 0.0 0.0 0.0 1.0 -25 -1 0.0 0.0 0.0 0.0 0.0 0.0 -18 3 0.0 0.0 0.1 0.0 0.1 1.0 -100 6 0.1 0.0 0.0 0.0 0.1 2.0 -70 5 0.0 0.0 0.1 0.0 0.1 2.0 -43 2 0.0 0.0 0.1 0.0 0.1 1.0 -18 3 0.0 0.0 0.1 0.0 0.1 1.0 1
-27 3 0.0 0.0 0.0 0.0 0.0 1.0 -25 -1 0.0 0.0 0.0 0.0 0.0 0.0 -18 3 0.0 0.0 0.1 0.0 0.1 1.0 -22 -3 0.1 0.0 0.1 0.0 0.1 0.0 -92 2 0.1 0.0 0.0 0.0 0.0 2.0 -65 -1 0.1 0.0 0.0 0.0 0.0 1.0 -40 0 0.1 0.0 0.0 0.0 0.0 1.0 -22 -3 0.1 0.0 0.1 0.0 0.1 0.0 1
8 -10 0.1 0.0 0.0 0.0 0.1 1.0 31 11 0.1 1.0 0.0 0.0 0.0 0.0 21 6 0.1 0.0 0.0 0.0 0.0 1.0 2 -5 0.0 1.0 0.0 0.0 0.0 3.0 62 2 0.1 2.0 0.0 0.0 0.1 3.0 54 12 0.0 2.0 0.0 0.0 0.0 2.0 23 1 0.1 1.0 0.0 0.0 0.0 2.0 2 -5 0.0 1.0 0.0 0.0 0.0 3.0 0
31 11 0.1 1.0 0.0 0.0 0.0 0.0 21 6 0.1 0.0 0.0 0.0 0.0 1.0 2 -5 0.0 1.0 0.0 0.0 0.0 3.0 7 -5 0.0 0.0 0.0 0.0 0.1 0.0 61 7 0.0 2.0 0.0 0.0 0.1 2.0 30 -4 0.1 1.0 0.0 0.0 0.1 2.0 9 -10 0.0 1.0 0.0 0.0 0.1 3.0 7 -5 0.0 0.0 0.0 0.0 0.1 0.0 0
21 6 0.1 0.0 0.0 0.0 0.0 1.0 2 -5 0.0 1.0 0.0 0.0 0.0 3.0 7 -5 0.0 0.0 0.0 0.0 0.1 0.0 32 -19 0.1 0.0 0.0 1.0 0.0 0.0 62 -23 0.2 1.0 0.0 1.0 0.1 2.0 41 -29 0.1 1.0 0.0 1.0 0.1 3.0 39 -24 0.1 0.0 0.0 1.0 0.1 0.0 32 -19 0.1 0.0 0.0 1.0 0.0 0.0 0
2 -5 0.0 1.0 0.0 0.0 0.0 3.0 7 -5 0.0 0.0 0.0 0.0 0.1 0.0 32 -19 0.1 0.0 0.0 1.0 0.0 0.0 31 -2 0.1 0.0 0.0 0.0 0.0 1.0 72 -31 0.0 1.0 0.0 1.0 0.1 4.0 70 -26 0.0 0.0 0.0 1.0 0.1 1.0 63 -21 0.0 0.0 0.0 1.0 0.0 1.0 31 -2 0.1 0.0 0.0 0.0 0.0 1.0 0
7 -5 0.0 0.0 0.0 0.0 0.1 0.0 32 -19 0.1 0.0 0.0 1.0 0.0 0.0 31 -2 0.1 0.0 0.0 0.0 0.0 1.0 23 7 0.1 0.0 0.0 0.0 0.1 0.0 93 -19 0.1 0.0 0.0 1.0 0.2 1.0 86 -14 0.1 0.0 0.0 1.0 0.1 1.0 54 5 0.0 0.0 0.0 0.0 0.1 1.0 23 7 0.1 0.0 0.0 0.0 0.1 0.0 0
32 -19 0.1 0.0 0.0 1.0 0.0 0.0 31 -2 0.1 0.0 0.0 0.0 0.0 1.0 23 7 0.1 0.0 0.0 0.0 0.1 0.0 -10 -2 0.1 1.0 0.1 0.0 0.1 0.0 76 -16 0.2 1.0 0.1 1.0 0.2 1.0 44 3 0.1 1.0 0.1 0.0 0.2 1.0 13 5 0.2 1.0 0.1 0.0 0.2 0.0 -10 -2 0.1 1.0 0.1 0.0 0.1 0.0 0
31 -2 0.1 0.0 0.0 0.0 0.0 1.0 23 7 0.1 0.0 0.0 0.0 0.1 0.0 -10 -2 0.1 1.0 0.1 0.0 0.1 0.0 -6 -5 0.0 0.0 0.0 0.0 0.1 0.0 38 -2 0.1 1.0 0.1 0.0 0.1 1.0 7 0 0.2 1.0 0.1 0.0 0.1 0.0 -16 -7 0.1 1.0 0.1 0.0 0.0 0.0 -6 -5 0.0 0.0 0.0 0.0 0.1 0.0 0
23 7 0.1 0.0 0.0 0.0 0.1 0.0 -10 -2 0.1 1.0 0.1 0.0 0.1 0.0 -6 -5 0.0 0.0 0.0 0.0 0.1 0.0 6 -9 0.0 0.0 0.1 0.0 0.0 0.0 13 -9 0.2 1.0 0.0 0.0 0.1 0.0 -10 -16 0.1 1.0 0.0 0.0 0.0 0.0 0 -14 0.0 0.0 0.1 0.0 0.1 0.0 6 -9 0.0 0.0 0.1 0.0 0.0 0.0 0
8 -64 0.0 1.0 0.0 1.0 0.1 0.0 -3 -1 0.0 0.0 0.1 2.0 0.1 1.0 -21 21 0.1 0.0 0.1 1.0 0.0 0.0 -22 10 0.1 0.0 0.0 1.0 0.0 0.0 -38 -34 0.2 1.0 0.0 3.0 0.0 1.0 -46 30 0.2 0.0 0.0 2.0 0.1 1.0 -43 31 0.2 0.0 0.1 0.0 0.0 0.0 -22 10 0.1 0.0 0.0 1.0 0.0 0.0 1
-3 -1 0.0 0.0 0.1 2.0 0.1 1.0 -21 21 0.1 0.0 0.1 1.0 0.0 0.0 -22 10 0.1 0.0 0.0 1.0 0.0 0.0 -15 -12 0.0 0.0 0.1 2.0 0.0 1.0 -61 18 0.2 0.0 0.1 0.0 0.1 0.0 -58 19 0.2 0.0 0.0 2.0 0.0 1.0 -37 -2 0.1 0.0 0.1 3.0 0.0 1.0 -15 -12 0.0 0.0 0.1 2.0 0.0 1.0 1
-21 21 0.1 0.0 0.1 1.0 0.0 0.0 -22 10 0.1 0.0 0.0 1.0 0.0 0.0 -15 -12 0.0 0.0 0.1 2.0 0.0 1.0 -18 -49 0.0 0.0 0.1 1.0 0.0 0.0 -76 -30 0.2 0.0 0.1 3.0 0.0 1.0 -55 -51 0.1 0.0 0.2 4.0 0.0 1.0 -33 -61 0.0 0.0 0.2 3.0 0.0 1.0 -18 -49 0.0 0.0 0.1 1.0 0.0 0.0 1
-22 10 0.1 0.0 0.0 1.0 0.0 0.0 -15 -12 0.0 0.0 0.1 2.0 0.0 1.0 -18 -49 0.0 0.0 0.1 1.0 0.0 0.0 -20 -33 0.1 1.0 0.1 2.0 0.1 0.0 -75 -84 0.2 1.0 0.3 2.0 0.1 1.0 -53 -94 0.1 1.0 0.3 1.0 0.1 1.0 -38 -82 0.1 1.0 0.2 1.0 0.1 0.0 -20 -33 0.1 1.0 0.1 2.0 0.1 0.0 1
-15 -12 0.0 0.0 0.1 2.0 0.0 1.0 -18 -49 0.0 0.0 0.1 1.0 0.0 0.0 -20 -33 0.1 1.0 0.1 2.0 0.1 0.0 -11 7 0.1 0.0 0.0 0.0 0.1 0.0 -64 -87 0.0 1.0 0.3 1.0 0.0 1.0 -49 -75 0.0 1.0 0.2 1.0 0.0 0.0 -31 -26 0.0 1.0 0.1 2.0 0.0 0.0 -11 7 0.1 0.0 0.0 0.0 0.1 0.0 1
-18 -49 0.0 0.0 0.1 1.0 0.0 0.0 -20 -33 0.1 1.0 0.1 2.0 0.1 0.0 -11 7 0.1 0.0 0.0 0.0 0.1 0.0 -13 6 0.1 0.0 0.0 0.0 0.0 0.0 -62 -69 0.1 1.0 0.2 1.0 0.0 0.0 -44 -20 0.1 1.0 0.1 2.0 0.0 0.0 -24 13 0.0 0.0 0.0 0.0 0.1 0.0 -13 6 0.1 0.0 0.0 0.0 0.0 0.0 1
-20 -33 0.1 1.0 0.1 2.0 0.1 0.0 -11 7 0.1 0.0 0.0 0.0 0.1 0.0 -13 6 0.1 0.0 0.0 0.0 0.0 0.0 -13 -14 0.0 0.0 0.1 4.0 0.1 0.0 -57 -34 0.1 1.0 0.2 2.0 0.1 0.0 -37 -1 0.0 0.0 0.1 4.0 0.0 0.0 -26 -8 0.1 0.0 0.1 4.0 0.1 0.0 -13 -14 0.0 0.0 0.1 4.0 0.1 0.0 1
7 23 0.0 0.0 0.0 1.0 0.0 0.0 21 17 0.0 0.0 0.0 0.0 0.0 1.0 22 1 0.1 0.0 0.1 0.0 0.0 1.0 4 9 0.0 0.0 0.0 0.0 0.1 0.0 54 50 0.1 0.0 0.1 1.0 0.1 0.0 47 27 0.1 0.0 0.1 0.0 0.1 0.0 26 10 0.1 0.0 0.1 0.0 0.1 1.0 4 9 0.0 0.0 0.0 0.0 0.1 0.0 0
21 17 0.0 0.0 0.0 0.0 0.0 1.0 22 1 0.1 0.0 0.1 0.0 0.0 1.0 4 9 0.0 0.0 0.0 0.0 0.1 0.0 -5 5 0.0 0.0 0.0 0.0 0.0 1.0 42 32 0.1 0.0 0.1 0.0 0.1 1.0 21 15 0.1 0.0 0.1 0.0 0.1 0.0 -1 14 0.0 0.0 0.0 0.0 0.1 1.0 -5 5 0.0 0.0 0.0 0.0 0.0 1.0 0
22 1 0.1 0.0 0.1 0.0 0.0 1.0 4 9 0.0 0.0 0.0 0.0 0.1 0.0 -5 5 0.0 0.0 0.0 0.0 0.0 1.0 -6 3 0.0 1.0 0.1 1.0 0.0 0.0 15 18 0.1 1.0 0.2 1.0 0.1 0.0 -7 17 0.0 1.0 0.1 1.0 0.1 1.0 -11 8 0.0 1.0 0.1 1.0 0.0 1.0 -6 3 0.0 1.0 0.1 1.0 0.0 0.0 0
4 9 0.0 0.0 0.0 0.0 0.1 0.0 -5 5 0.0 0.0 0.0 0.0 0.0 1.0 -6 3 0.0 1.0 0.1 1.0 0.0 0.0 7 -6 0.0 1.0 0.1 1.0 0.0 0.0 0 11 0.0 0.0 0.0 0.0 0.1 1.0 -4 2 0.0 0.0 0.0 0.0 0.0 1.0 1 -3 0.0 0.0 0.0 0.0 0.0 0.0 7 -6 0.0 1.0 0.1 1.0 0.0 0.0 0
-5 5 0.0 0.0 0.0 0.0 0.0 1.0 -6 3 0.0 1.0 0.1 1.0 0.0 0.0 7 -6 0.0 1.0 0.1 1.0 0.0 0.0 13 9 0.0 0.0 0.1 0.0 0.0 0.0 9 11 0.0 0.0 0.1 0.0 0.0 1.0 14 6 0.0 0.0 0.1 0.0 0.0 0.0 20 3 0.0 1.0 0.0 1.0 0.0 0.0 13 9 0.0 0.0 0.1 0.0 0.0 0.0 0
-6 3 0.0 1.0 0.1 1.0 0.0 0.0 7 -6 0.0 1.0 0.1 1.0 0.0 0.0 13 9 0.0 0.0 0.1 0.0 0.0 0.0 7 -9 0.1 0.0 0.0 1.0 0.1 0.0 21 -3 0.1 0.0 0.1 1.0 0.1 0.0 27 -6 0.1 1.0 0.0 0.0 0.1 0.0 20 0 0.1 0.0 0.1 1.0 0.1 0.0 7 -9 0.1 0.0 0.0 1.0 0.1 0.0 0
7 -6 0.0 1.0 0.1 1.0 0.0 0.0 13 9 0.0 0.0 0.1 0.0 0.0 0.0 7 -9 0.1 0.0 0.0 1.0 0.1 0.0 1 -2 0.1 0.0 0.1 0.0 0.0 0.0 28 -8 0.2 1.0 0.1 0.0 0.1 0.0 21 -2 0.2 0.0 0.2 1.0 0.1 0.0 8 -11 0.2 0.0 0.1 1.0 0.1 0.0 1 -2 0.1 0.0 0.1 0.0 0.0 0.0 0
13 9 0.0 0.0 0.1 0.0 0.0 0.0 7 -9 0.1 0.0 0.0 1.0 0.1 0.0 1 -2 0.1 0.0 0.1 0.0 0.0 0.0 -5 5 0.0 0.0 0.0 1.0 0.0 1.0 16 3 0.2 0.0 0.2 0.0 0.1 1.0 3 -6 0.2 0.0 0.1 0.0 0.1 1.0 -4 3 0.1 0.0 0.1 1.0 0.0 1.0 -5 5 0.0 0.0 0.0 1.0 0.0 1.0 0
-3 -4 0.0 1.0 0.0 0.0 0.0 0.0 2 2 0.0 0.0 0.1 0.0 0.0 0.0 1 0 0.1 0.0 0.1 1.0 0.0 1.0 3 10 0.1 0.0 0.0 0.0 0.0 1.0 3 8 0.0 1.0 0.0 1.0 0.0 0.0 6 12 0.0 0.0 0.0 1.0 0.0 0.0 4 10 0.0 0.0 0.1 1.0 0.0 0.0 3 10 0.1 0.0 0.0 0.0 0.0 1.0 0
2 2 0.0 0.0 0.1 0.0 0.0 0.0 1 0 0.1 0.0 0.1 1.0 0.0 1.0 3 10 0.1 0.0 0.0 0.0 0.0 1.0 6 3 0.1 0.0 0.0 0.0 0.0 0.0 12 15 0.1 0.0 0.0 1.0 0.0 0.0 10 13 0.1 0.0 0.1 1.0 0.0 0.0 9 13 0.0 0.0 0.0 0.0 0.0 1.0 6 3 0.1 0.0 0.0 0.0 0.0 0.0 0
1 0 0.1 0.0 0.1 1.0 0.0 1.0 3 10 0.1 0.0 0.0 0.0 0.0 1.0 6 3 0.1 0.0 0.0 0.0 0.0 0.0 -1 4 0.1 0.0 0.1 0.0 0.0 1.0 9 17 0.0 0.0 0.0 1.0 0.0 1.0 8 17 0.1 0.0 0.1 0.0 0.0 0.0 5 7 0.0 0.0 0.1 0.0 0.0 1.0 -1 4 0.1 0.0 0.1 0.0 0.0 1.0 0
